mean_test_f1_macro,mean_test_precision_macro,mean_test_recall_macro,param_activation,param_batch_size,param_epochs,param_conv_activation,param_conv_l2_regularizer,param_dense_activation,param_dense_l2_regularizer,param_dropout_rate,param_filters,param_kernel_size,param_loss_function,param_optimizer,param_units
0.863832522703598,0.958551813709756,0.80891601461861,sigmoid,64,50,relu,0.001,relu,0.001,0.6,320,3,binary_crossentropy,nadam,256
0.863133751740061,0.914591038891458,0.830030841251593,sigmoid,64,25,relu,0.001,relu,0.01,0.6,320,5,binary_crossentropy,nadam,256
0.859156953091346,0.948605105001358,0.818751836654055,sigmoid,64,50,relu,0.001,relu,0.001,0.6,64,5,binary_crossentropy,nadam,64
0.857753549364634,0.944491241706829,0.804933863227661,sigmoid,64,25,tanh,0.001,relu,0.001,0.6,320,5,binary_crossentropy,nadam,256
0.856270397177296,0.909454948309081,0.830819412203094,sigmoid,64,25,relu,0.01,tanh,0.001,0.6,64,3,binary_crossentropy,nadam,256
0.855828429053924,0.92907951849158,0.817637914931081,sigmoid,64,50,relu,0.001,relu,0.001,0.6,64,5,binary_crossentropy,nadam,256
0.855662031393833,0.957346912489083,0.801104857664853,sigmoid,64,50,relu,0.001,tanh,0.001,0.6,64,3,binary_crossentropy,nadam,64
0.855109022396682,0.913178653837849,0.831564729157713,sigmoid,64,25,relu,0.01,tanh,0.01,0.6,320,3,binary_crossentropy,nadam,64
0.854629062338761,0.942631353303736,0.80395843591926,sigmoid,64,50,relu,0.001,relu,0.01,0.6,320,5,binary_crossentropy,nadam,64
0.853436024503239,0.93306785645267,0.807144277550429,sigmoid,64,50,relu,0.01,tanh,0.001,0.6,64,5,binary_crossentropy,nadam,16
0.851864705966012,0.952504812491494,0.797408794402003,sigmoid,64,25,relu,0.001,tanh,0.001,0.6,64,5,binary_crossentropy,nadam,64
0.851598782388481,0.974954880106516,0.789842077296951,sigmoid,64,50,tanh,0.001,relu,0.001,0.6,64,5,binary_crossentropy,nadam,16
0.851195767555913,0.951585197110524,0.796577570872224,sigmoid,64,25,relu,0.01,relu,0.01,0.6,320,5,binary_crossentropy,nadam,256
0.850543692557992,0.941004395371034,0.797811219894681,sigmoid,64,25,tanh,0.001,tanh,0.001,0.6,320,5,binary_crossentropy,nadam,256
0.849701328176951,0.964932608005713,0.78924049539668,sigmoid,64,50,tanh,0.001,tanh,0.001,0.6,64,5,binary_crossentropy,nadam,64
0.848241541982704,0.919217800237762,0.806212742630458,sigmoid,64,25,relu,0.01,relu,0.001,0.6,320,5,binary_crossentropy,nadam,16
0.848093657985479,0.951735369237948,0.799536179652132,sigmoid,64,25,relu,0.01,tanh,0.001,0.6,64,3,binary_crossentropy,nadam,64
0.847633686186058,0.944621663063081,0.794542625468526,sigmoid,64,50,relu,0.001,relu,0.001,0.6,320,3,binary_crossentropy,nadam,64
0.847251489003182,0.94644139906924,0.79335000040406,sigmoid,64,25,relu,0.001,relu,0.001,0.6,64,3,binary_crossentropy,nadam,64
0.847041239299626,0.897160854583934,0.817776693120401,sigmoid,64,25,relu,0.01,relu,0.001,0.6,320,5,binary_crossentropy,nadam,256
0.846994022600036,0.930331761012482,0.80145393600662,sigmoid,64,50,tanh,0.001,relu,0.001,0.6,320,3,binary_crossentropy,nadam,16
0.846506280254376,0.93441789819366,0.803428054748084,sigmoid,64,50,tanh,0.01,tanh,0.001,0.6,64,3,binary_crossentropy,nadam,16
0.84636256022559,0.950641869879543,0.790253044015206,sigmoid,64,50,tanh,0.001,relu,0.001,0.6,320,3,binary_crossentropy,nadam,64
0.844958470277637,0.930709292123605,0.795615568593922,sigmoid,64,25,relu,0.01,relu,0.001,0.6,64,5,binary_crossentropy,nadam,64
0.844683883800126,0.94054933704154,0.791171823586894,sigmoid,64,25,relu,0.01,relu,0.001,0.6,320,3,binary_crossentropy,nadam,16
0.84368648947415,0.916883651308478,0.80287391984036,sigmoid,64,50,relu,0.01,relu,0.01,0.6,320,3,binary_crossentropy,nadam,256
0.842141092583879,0.955270142380608,0.789143796067129,sigmoid,64,50,relu,0.001,tanh,0.001,0.6,64,5,binary_crossentropy,nadam,256
0.841885741399159,0.910707351852774,0.797411872862068,sigmoid,64,50,tanh,0.01,relu,0.001,0.6,64,5,binary_crossentropy,nadam,16
0.841876642593385,0.927350214115636,0.794453927190925,sigmoid,64,25,relu,0.01,tanh,0.01,0.6,64,5,binary_crossentropy,nadam,64
0.840830130992588,0.951529483154117,0.785010603571226,sigmoid,64,25,relu,0.01,relu,0.001,0.6,64,5,binary_crossentropy,nadam,16
0.840410515578074,0.95470656113347,0.782058996786863,sigmoid,64,50,relu,0.01,relu,0.001,0.6,64,3,binary_crossentropy,nadam,16
0.839723829077722,0.937249098251998,0.788837200355786,sigmoid,64,25,tanh,0.01,relu,0.001,0.6,320,5,binary_crossentropy,nadam,256
0.839196842371628,0.920788665305813,0.79005790186392,sigmoid,64,50,relu,0.01,relu,0.001,0.6,64,5,binary_crossentropy,nadam,64
0.839053589924713,0.9518159916553,0.780090302059711,sigmoid,64,25,tanh,0.01,relu,0.001,0.6,64,5,binary_crossentropy,nadam,64
0.839049869115473,0.948594520826781,0.781073445034163,sigmoid,64,50,relu,0.001,tanh,0.001,0.6,64,5,binary_crossentropy,nadam,64
0.838646223215143,0.942699666758047,0.783936434062362,sigmoid,64,50,relu,0.01,tanh,0.01,0.6,320,3,binary_crossentropy,nadam,64
0.838083347757726,0.934366184901258,0.784541049062284,sigmoid,64,50,tanh,0.001,relu,0.001,0.6,64,3,binary_crossentropy,nadam,16
0.838041546973308,0.951831776211076,0.789674993725748,sigmoid,64,50,relu,0.01,relu,0.001,0.6,64,5,binary_crossentropy,nadam,256
0.837068850337171,0.954026641649099,0.777673795581833,sigmoid,64,50,relu,0.001,relu,0.001,0.6,64,5,binary_crossentropy,nadam,16
0.836975232152009,0.92620379764214,0.790492997053726,sigmoid,64,25,relu,0.001,tanh,0.001,0.6,64,5,binary_crossentropy,nadam,256
0.836903716520741,0.906164652517626,0.798830627329464,sigmoid,64,50,relu,0.001,tanh,0.01,0.6,320,5,binary_crossentropy,nadam,256
0.835870796890012,0.92255990709131,0.785727653287861,sigmoid,64,50,relu,0.01,tanh,0.01,0.6,64,5,binary_crossentropy,nadam,256
0.835812955310893,0.937493676712407,0.784212049702411,sigmoid,64,50,relu,0.01,tanh,0.01,0.6,320,3,binary_crossentropy,nadam,256
0.835652058013693,0.962023799783384,0.77553849342753,sigmoid,64,25,relu,0.001,tanh,0.001,0.6,320,5,binary_crossentropy,nadam,64
0.83511046913993,0.915018678539541,0.804501081985092,sigmoid,64,25,tanh,0.01,relu,0.01,0.6,320,3,binary_crossentropy,nadam,256
0.834685050544609,0.950739402259099,0.776712729099774,sigmoid,64,25,relu,0.001,tanh,0.001,0.6,320,5,binary_crossentropy,nadam,256
0.834683721643129,0.941747878034824,0.778370850428186,sigmoid,64,25,relu,0.001,tanh,0.001,0.6,320,3,binary_crossentropy,nadam,256
0.834026041521009,0.956574026193391,0.775054020018869,sigmoid,64,25,tanh,0.001,tanh,0.001,0.6,64,3,binary_crossentropy,nadam,256
0.833641828067482,0.936471409300912,0.783958006950038,sigmoid,64,50,relu,0.001,relu,0.001,0.6,320,5,binary_crossentropy,nadam,64
0.83361629837302,0.939146803285515,0.777035515454717,sigmoid,64,25,relu,0.01,relu,0.01,0.6,64,3,binary_crossentropy,nadam,64
0.833107076176182,0.936017183671415,0.779626345025797,sigmoid,64,25,relu,0.01,relu,0.01,0.6,320,5,binary_crossentropy,nadam,16
0.832627030618253,0.946287711961845,0.773917694647366,sigmoid,64,25,relu,0.01,tanh,0.001,0.6,64,5,binary_crossentropy,nadam,64
0.832185026877999,0.940970765765727,0.780530637853129,sigmoid,64,50,relu,0.01,tanh,0.001,0.6,64,3,binary_crossentropy,nadam,16
0.831652584420547,0.94207117448479,0.780216473281363,sigmoid,64,50,relu,0.001,tanh,0.01,0.6,64,3,binary_crossentropy,nadam,64
0.830583790062688,0.958004399928729,0.772167691545898,sigmoid,64,25,relu,0.001,tanh,0.01,0.6,320,5,binary_crossentropy,nadam,256
0.830247370097485,0.93260039990964,0.785213417399873,sigmoid,64,50,tanh,0.01,relu,0.001,0.6,64,3,binary_crossentropy,nadam,16
0.829447958392792,0.920253098226374,0.778571902901064,sigmoid,64,50,relu,0.01,tanh,0.001,0.6,64,5,binary_crossentropy,nadam,64
0.829370602006274,0.955658439944214,0.771187023597721,sigmoid,64,25,relu,0.001,tanh,0.001,0.6,64,5,binary_crossentropy,nadam,16
0.828999903222532,0.931447942749247,0.779472016802877,sigmoid,64,50,relu,0.01,relu,0.001,0.6,64,5,binary_crossentropy,nadam,16
0.82896869665751,0.936973145756332,0.772944943603362,sigmoid,64,25,tanh,0.01,tanh,0.001,0.6,64,3,binary_crossentropy,nadam,16
0.828882357022939,0.919721148992516,0.787118184505962,sigmoid,64,50,tanh,0.01,relu,0.001,0.6,64,5,binary_crossentropy,nadam,256
0.828878153249737,0.93882331685284,0.779163525026249,sigmoid,64,25,relu,0.01,tanh,0.01,0.6,64,3,binary_crossentropy,nadam,256
0.828831625186596,0.909466511591174,0.784564433867469,sigmoid,64,50,relu,0.001,relu,0.01,0.6,64,3,binary_crossentropy,nadam,256
0.828670955276361,0.924883583426088,0.781350533656218,sigmoid,64,50,relu,0.01,tanh,0.01,0.6,320,5,binary_crossentropy,nadam,64
0.828323246612977,0.904662202786173,0.783163241621618,sigmoid,64,25,relu,0.01,relu,0.001,0.6,320,5,binary_crossentropy,nadam,64
0.827600598705896,0.931518320333301,0.779388639686488,sigmoid,64,25,relu,0.01,relu,0.01,0.6,64,5,binary_crossentropy,nadam,256
0.827023262877645,0.943601657884368,0.768785792854814,sigmoid,64,25,tanh,0.01,relu,0.001,0.6,64,3,binary_crossentropy,nadam,16
0.826608949524114,0.942344169161313,0.768948037981908,sigmoid,64,25,relu,0.001,tanh,0.01,0.6,320,3,binary_crossentropy,nadam,256
0.826305515277353,0.93980700559882,0.771811798137137,sigmoid,64,25,relu,0.001,tanh,0.01,0.6,64,5,binary_crossentropy,nadam,256
0.825993053821639,0.952410169592712,0.768435488129579,sigmoid,64,25,tanh,0.001,tanh,0.01,0.6,64,3,binary_crossentropy,nadam,256
0.825525205452819,0.946796775547691,0.768424391320127,sigmoid,64,25,relu,0.001,relu,0.001,0.6,320,3,binary_crossentropy,nadam,256
0.825165680822321,0.916409615993577,0.780183558393586,sigmoid,64,50,tanh,0.01,relu,0.01,0.6,320,3,binary_crossentropy,nadam,256
0.824940378149279,0.919910407959504,0.779547057521988,sigmoid,64,25,tanh,0.01,relu,0.001,0.6,64,3,binary_crossentropy,nadam,256
0.824683495997127,0.9713781065762,0.762618774125994,sigmoid,64,25,tanh,0.001,tanh,0.01,0.6,64,5,binary_crossentropy,nadam,256
0.82461398652141,0.931900424524051,0.778187116561192,sigmoid,64,25,tanh,0.01,relu,0.01,0.6,320,3,binary_crossentropy,nadam,16
0.824531017493793,0.917428631837477,0.777569711939843,sigmoid,64,25,tanh,0.001,relu,0.001,0.6,320,3,binary_crossentropy,nadam,256
0.823918213947368,0.921689100286181,0.778489854985081,sigmoid,64,25,relu,0.01,tanh,0.001,0.6,320,5,binary_crossentropy,nadam,64
0.823900518163888,0.92311654462736,0.779376397051167,sigmoid,64,25,tanh,0.01,relu,0.001,0.6,64,3,binary_crossentropy,nadam,64
0.823252832605755,0.954024734801334,0.768679847420683,sigmoid,64,25,relu,0.01,tanh,0.001,0.6,320,5,binary_crossentropy,nadam,256
0.823232712386829,0.926186941638586,0.783762927456603,sigmoid,64,50,relu,0.01,tanh,0.01,0.6,320,3,binary_crossentropy,nadam,16
0.823152906061693,0.933369725302288,0.774851519036786,sigmoid,64,25,relu,0.01,relu,0.01,0.6,64,5,binary_crossentropy,nadam,64
0.823018426197604,0.920639515155787,0.774981386466854,sigmoid,64,25,relu,0.001,tanh,0.001,0.6,64,3,binary_crossentropy,nadam,256
0.822491080372452,0.933769694454146,0.768863665435453,sigmoid,64,50,tanh,0.001,tanh,0.01,0.6,320,5,binary_crossentropy,nadam,256
0.821935140652299,0.956941079746492,0.759458600160245,sigmoid,64,50,tanh,0.001,tanh,0.001,0.6,320,5,binary_crossentropy,nadam,16
0.821871443561801,0.954050624352375,0.761560170939327,sigmoid,64,25,relu,0.001,tanh,0.01,0.6,320,5,binary_crossentropy,nadam,16
0.821702046720962,0.913420024126578,0.778968899178101,sigmoid,64,50,relu,0.01,tanh,0.01,0.6,320,5,binary_crossentropy,nadam,256
0.821432227191614,0.918981415452488,0.770001802724466,sigmoid,64,50,relu,0.001,relu,0.001,0.6,320,5,binary_crossentropy,nadam,16
0.821189052810773,0.91008616068056,0.774430431464408,sigmoid,64,25,tanh,0.001,relu,0.001,0.6,64,3,binary_crossentropy,nadam,256
0.821160478012075,0.928336066396902,0.782695928238835,sigmoid,64,25,tanh,0.01,tanh,0.001,0.6,64,3,binary_crossentropy,nadam,64
0.82109342896414,0.943280050076164,0.766716036498054,sigmoid,64,25,relu,0.001,relu,0.01,0.6,64,3,binary_crossentropy,nadam,256
0.821074888739315,0.935496892719133,0.766338654349392,sigmoid,64,25,tanh,0.01,tanh,0.001,0.6,320,3,binary_crossentropy,nadam,64
0.820874411814468,0.915636412938377,0.791737977632478,sigmoid,64,50,tanh,0.001,tanh,0.001,0.6,320,3,binary_crossentropy,nadam,64
0.820568889546042,0.951522273513877,0.763664987871714,sigmoid,64,25,tanh,0.001,relu,0.001,0.6,64,3,binary_crossentropy,nadam,64
0.820317550094947,0.924406851651895,0.777046451185132,sigmoid,64,50,tanh,0.01,relu,0.01,0.6,64,5,binary_crossentropy,nadam,256
0.820264947285407,0.960259916830559,0.764580734343751,sigmoid,64,50,tanh,0.001,relu,0.001,0.6,64,5,binary_crossentropy,nadam,64
0.819927291303488,0.931049287063401,0.76585206274971,sigmoid,64,25,tanh,0.01,relu,0.001,0.6,320,3,binary_crossentropy,nadam,16
0.819881218830809,0.933050159861942,0.767552143832356,sigmoid,64,50,relu,0.001,tanh,0.01,0.6,320,3,binary_crossentropy,nadam,64
0.819262052728352,0.873980196968518,0.792781836829182,sigmoid,64,50,relu,0.001,relu,0.001,0.6,64,3,binary_crossentropy,nadam,256
0.818710021370337,0.957200014555695,0.761831607653857,sigmoid,64,50,tanh,0.01,tanh,0.01,0.6,320,5,binary_crossentropy,nadam,16
0.818675216449157,0.915578577098544,0.794392315055925,sigmoid,64,25,tanh,0.01,tanh,0.001,0.6,320,3,binary_crossentropy,nadam,256
0.818623891954431,0.938889601703077,0.762704479463031,sigmoid,64,25,tanh,0.001,relu,0.01,0.6,320,3,binary_crossentropy,nadam,16
0.818602769958982,0.92732801137157,0.772094541690745,sigmoid,64,50,tanh,0.01,relu,0.001,0.6,320,3,binary_crossentropy,nadam,16
0.818351342846641,0.925051739835889,0.765064896277573,sigmoid,64,50,relu,0.01,tanh,0.001,0.6,64,3,binary_crossentropy,nadam,256
0.818077995598605,0.935074731984262,0.767293574074549,sigmoid,64,25,relu,0.001,relu,0.001,0.6,320,5,binary_crossentropy,nadam,256
0.81802173500169,0.840737448678985,0.810706966118531,sigmoid,64,50,relu,0.01,relu,0.001,0.6,64,3,binary_crossentropy,nadam,256
0.818013841862555,0.940335007635223,0.759606193873771,sigmoid,64,25,relu,0.01,relu,0.01,0.6,64,5,binary_crossentropy,nadam,16
0.817950919070574,0.871618505373469,0.784317879417919,sigmoid,64,50,tanh,0.01,relu,0.001,0.6,320,3,binary_crossentropy,nadam,256
0.81786841067435,0.961318286394494,0.75761056852882,sigmoid,64,25,tanh,0.001,tanh,0.01,0.6,320,5,binary_crossentropy,nadam,256
0.817710384958235,0.970452770556646,0.753945137293513,sigmoid,64,25,tanh,0.001,relu,0.001,0.6,64,5,binary_crossentropy,nadam,16
0.817599210774341,0.950648177777203,0.759502657217888,sigmoid,64,25,tanh,0.01,relu,0.001,0.6,320,3,binary_crossentropy,nadam,256
0.81748621106734,0.90506711879255,0.776448175071989,sigmoid,64,50,relu,0.01,relu,0.01,0.6,320,3,binary_crossentropy,nadam,64
0.81732852574957,0.931953819433911,0.75939238605261,sigmoid,64,25,relu,0.001,tanh,0.001,0.6,64,3,binary_crossentropy,nadam,64
0.816473397604679,0.937146182476281,0.761873255933252,sigmoid,64,25,relu,0.01,tanh,0.01,0.6,320,5,binary_crossentropy,nadam,16
0.816402970802255,0.970461867094188,0.752901956647444,sigmoid,64,50,tanh,0.001,tanh,0.001,0.6,64,5,binary_crossentropy,nadam,16
0.816368120461362,0.944470213677826,0.755703057299154,sigmoid,64,25,tanh,0.01,relu,0.01,0.6,320,5,binary_crossentropy,nadam,16
0.816216257902249,0.927747825359013,0.761985855319177,sigmoid,64,25,relu,0.001,relu,0.001,0.6,320,3,binary_crossentropy,nadam,64
0.816089847019494,0.942031389480217,0.759013656839957,sigmoid,64,25,tanh,0.001,relu,0.01,0.6,64,5,binary_crossentropy,nadam,256
0.816002492236414,0.919798049194548,0.774654114912879,sigmoid,64,50,relu,0.01,tanh,0.01,0.6,64,3,binary_crossentropy,nadam,16
0.815980041393967,0.945851157154776,0.754510432234688,sigmoid,64,50,tanh,0.01,relu,0.01,0.6,64,5,binary_crossentropy,nadam,16
0.815762531390877,0.934725841022489,0.758421485713478,sigmoid,64,25,tanh,0.01,tanh,0.01,0.6,320,5,binary_crossentropy,nadam,256
0.815680107909255,0.957028792404243,0.766000592259478,sigmoid,64,25,tanh,0.001,tanh,0.001,0.6,64,3,binary_crossentropy,nadam,64
0.815663196748277,0.910334946429659,0.766571521244593,sigmoid,64,50,tanh,0.001,relu,0.01,0.6,320,3,binary_crossentropy,nadam,256
0.815567745310121,0.913468480977506,0.763983724773164,sigmoid,64,50,relu,0.001,tanh,0.01,0.6,64,3,binary_crossentropy,nadam,256
0.815477509317781,0.905564576695585,0.772045646188993,sigmoid,64,50,tanh,0.01,relu,0.01,0.6,64,3,binary_crossentropy,nadam,256
0.815277303419605,0.940063687715186,0.772178275642387,sigmoid,64,25,relu,0.001,relu,0.001,0.6,320,5,binary_crossentropy,nadam,64
0.815250670167257,0.933722469615645,0.755416969171056,sigmoid,64,25,relu,0.001,relu,0.01,0.6,320,3,binary_crossentropy,nadam,16
